,ingredient_id,recipe_id,ingredient_name,original_ingredient_amount,original_ingredient_unit,ingredient_remainder,recipe_source,new_ingredient_amount,new_ingredient_unit,common_ingredient_name,ingredient_category,default_unit
1883,Y121_13,Y121,bean sprouts,1.5,cups,,yummly,1.5,cup,bean sprout,vegetable,cup
1884,Y121_14,Y121,green onions,2.0,,"(chopped, divided)",yummly,0.5,cup,scallion / spring onion / green onion,vegetable,cup
1885,Y121_15,Y121,roasted peanuts,0.5,cup,(chopped),yummly,8.0,tablespoon,peanut,beans / peas / lentils / nuts / nut butter / seeds,tablespoon
1886,Y121_16,Y121,fresh cilantro,0.25,cup,(chopped),yummly,4.0,tablespoon,coriander / cilantro,herbs,tablespoon
1887,Y122_00,Y122,spaghetti squash,1.0,,"(medium-sized, about 3-4 lbs)",yummly,48.0,ounce,spaghetti squash,noodle / spaghetti,ounce
1888,Y122_01,Y122,avocado oil,1.0,Tbsp.,,yummly,1.0,tablespoon,avocado oil,oil,tablespoon
1889,Y122_02,Y122,chicken breasts,1.0,lb.,"(about 2, diced)",yummly,16.0,ounce,chicken breast,meat,ounce
1890,Y122_03,Y122,shrimps,12.0,,"(large, cleaned and deveined)",yummly,6.0,ounce,shrimp,meat,ounce
1891,Y122_04,Y122,garlic,2.0,cloves,(crushed),yummly,2.0,clove,garlic,herbs,clove
1892,Y122_05,Y122,red onion,1.0,,"(small, diced)",yummly,0.333333333,cup,red onion,onion,cup
1893,Y122_06,Y122,mushrooms,2.0,,(thinly sliced),yummly,2.0,cup,mushroom,mushroom,cup
1894,Y122_07,Y122,carrot,1.0,,(diced),yummly,0.666666667,cup,carrot,vegetable,cup
1895,Y122_08,Y122,bean sprouts,0.5,cup,,yummly,0.5,cup,bean sprout,vegetable,cup
1896,Y122_09,Y122,scallions,4.0,,(thinly sliced),yummly,1.0,cup,scallion / spring onion / green onion,vegetable,cup
1897,Y122_10,Y122,eggs,3.0,,(scrambled),yummly,3.0,unit,egg,egg,unit
1898,Y122_11,Y122,coconut aminos,2.0,Tbsp.,,yummly,2.0,tablespoon,coconut aminos,sauce / salt,tablespoon
1899,Y122_12,Y122,rice vinegar,3.0,Tbsp.,,yummly,3.0,tablespoon,vinegar,vinegar,tablespoon
1900,Y122_13,Y122,coconut sugar,2.0,Tbsp.,"(optional, omit for Whole30 or keto)",yummly,2.0,tablespoon,sugar,sugar / sweeteners / syrup,tablespoon
1901,Y122_14,Y122,red pepper flakes,1.0,tsp.,,yummly,1.0,teaspoon,chili flakes,chili / pepper,teaspoon
1902,Y122_15,Y122,garlic powder,0.5,tsp.,,yummly,0.5,teaspoon,garlic powder,herbs,teaspoon
1903,Y122_16,Y122,chopped peanuts,,,"(for garnish, optional)",yummly,,tablespoon,peanut,beans / peas / lentils / nuts / nut butter / seeds,tablespoon
1904,Y122_17,Y122,lime wedge,,,"(for garnish, optional)",yummly,,unit,lime wedge,lime / lemon,unit
1905,Y123_00,Y123,tamarind paste,0.25,cup,,yummly,4.0,tablespoon,tamarind concentrate / tamarind paste / tamarind juice,herbs,tablespoon
1906,Y123_01,Y123,coconut sugar,1.5,Tbsp.,,yummly,1.5,tablespoon,sugar,sugar / sweeteners / syrup,tablespoon
1907,Y123_02,Y123,sriracha sauce,0.5,Tbsp.,(or to taste),yummly,0.5,tablespoon,sriracha sauce,sauce / salt,tablespoon
1908,Y123_03,Y123,reduced sodium tamari,1.5,Tbsp.,,yummly,1.5,tablespoon,soy sauce,sauce / salt,tablespoon
1909,Y123_04,Y123,lime,0.5,,(small),yummly,0.5,unit,lime,lime / lemon,unit
1910,Y123_05,Y123,reduced sodium chicken stock,0.25,cup,,yummly,0.25,cup,chicken stock,broth / stock,cup
1911,Y123_06,Y123,zucchini,4.0,,"(large, with ends removed)",yummly,4.0,unit,zucchini / courgette / baby marrow,vegetable,unit
1912,Y123_07,Y123,large carrots,2.0,,(peeled with ends removed),yummly,2.0,cup,carrot,vegetable,cup
1913,Y123_08,Y123,olive oil,2.0,tsp.,(divided),yummly,0.666666666,tablespoon,olive oil,oil,tablespoon
1914,Y123_09,Y123,eggs,2.0,,(beaten),yummly,2.0,unit,egg,egg,unit
1915,Y123_10,Y123,boneless skinless chicken breasts,2.0,,"(large, sliced)",yummly,16.0,ounce,chicken breast,meat,ounce
1916,Y123_11,Y123,beansprouts,3.0,cups,,yummly,3.0,cup,bean sprout,vegetable,cup
1917,Y123_12,Y123,salt,,,,yummly,,tablespoon,salt,sauce / salt,tablespoon
1918,Y123_13,Y123,pepper,,,,yummly,,unit,pepper,chili / pepper,unit
1919,Y123_14,Y123,sliced green onions,2.0,Tbsp.,(finely),yummly,0.125,cup,scallion / spring onion / green onion,vegetable,cup
1920,Y123_15,Y123,peanuts,0.25,cup,(finely chopped),yummly,4.0,tablespoon,peanut,beans / peas / lentils / nuts / nut butter / seeds,tablespoon
1921,Y123_16,Y123,lime wedges,,,(for serving),yummly,,unit,lime wedge,lime / lemon,unit
1922,Y124_00,Y124,broccoli,1.0,head,,yummly,5.0,cup,broccoli,vegetable,cup
1923,Y124_01,Y124,sweet soy sauce,2.5,Tbsp.,,yummly,2.5,tablespoon,soy sauce,sauce / salt,tablespoon
1924,Y124_02,Y124,soybean paste,1.0,Tbsp.,(liquid),yummly,1.0,tablespoon,soybean paste,soybean paste,tablespoon
1925,Y124_03,Y124,low sodium soy sauce,1.5,tsp.,(plus more to taste),yummly,0.4999999995,tablespoon,soy sauce,sauce / salt,tablespoon
1926,Y124_04,Y124,thick cut bacon,3.0,slices,(cut into 2-cm squares),yummly,3.0,slice,bacon,meat,slice
1927,Y124_05,Y124,garlic,4.0,cloves,(roughly chopped),yummly,4.0,clove,garlic,herbs,clove
1928,Y124_06,Y124,chilli powder,0.5,tsp.,"(Thai, see page 153, or to taste)",yummly,0.5,teaspoon,chili powder,chili / pepper,teaspoon
1929,Y124_07,Y124,chicken stock,125.0,mL,(plus more if needed),yummly,0.52834375,cup,chicken stock,broth / stock,cup
1930,Y124_08,Y124,spaghetti,225.0,grams,"(cooked to al dente, drained, and oiled)",yummly,7.936641,ounce,spaghetti,noodle / spaghetti,ounce
1931,Y124_09,Y124,eggs,2.0,,(beaten),yummly,2.0,unit,egg,egg,unit
1932,Y124_10,Y124,spring onions,2.0,,(cut into 2-cm lengths),yummly,0.5,cup,scallion / spring onion / green onion,vegetable,cup
1933,Y125_00,Y125,olive oil,1.0,Tbsp.,,yummly,1.0,tablespoon,olive oil,oil,tablespoon
1934,Y125_01,Y125,extra firm tofu,0.5,block,,yummly,7.5,ounce,firm tofu,tofu,ounce
1935,Y125_02,Y125,carrot,1.0,,,yummly,0.666666667,cup,carrot,vegetable,cup
1936,Y125_03,Y125,garlic,2.0,cloves,,yummly,2.0,clove,garlic,herbs,clove
1937,Y125_04,Y125,water,0.25,cup,,yummly,0.25,cup,water,water,cup
1938,Y125_05,Y125,brown rice noodles,4.0,oz.,,yummly,4.0,ounce,rice noodle,noodle / spaghetti,ounce
1939,Y125_06,Y125,frozen broccoli,2.0,cups,,yummly,2.0,cup,broccoli,vegetable,cup
1940,Y125_07,Y125,peanut butter,2.0,Tbsp.,,yummly,2.0,tablespoon,peanut butter,beans / peas / lentils / nuts / nut butter / seeds,tablespoon
1941,Y125_08,Y125,apple cider vinegar,1.0,Tbsp.,,yummly,1.0,tablespoon,vinegar,vinegar,tablespoon
1942,Y125_09,Y125,low sodium soy sauce,2.0,Tbsp.,(/tamari),yummly,2.0,tablespoon,soy sauce,sauce / salt,tablespoon
1943,Y125_10,Y125,lime,1.0,,,yummly,1.0,unit,lime,lime / lemon,unit
1944,Y125_11,Y125,sriracha,,,"(to taste, optional)",yummly,,tablespoon,sriracha sauce,sauce / salt,tablespoon
1945,Y126_00,Y126,tamarind pulp,1.0,oz.,,yummly,2.0,tablespoon,tamarind concentrate / tamarind paste / tamarind juice,herbs,tablespoon
1946,Y126_01,Y126,hot water,2.0,Tbsp.,,yummly,0.125,cup,water,water,cup
1947,Y126_02,Y126,rice sticks,4.0,oz.,"(dried, soaked in hot water for 30 minutes until soft. Drain, set aside)",yummly,4.0,ounce,rice vermicelli,noodle / spaghetti,ounce
1948,Y126_03,Y126,dark brown sugar,2.0,Tbsp.,,yummly,2.0,tablespoon,brown sugar,sugar / sweeteners / syrup,tablespoon
1949,Y126_04,Y126,fish sauce,2.0,Tbsp.,,yummly,2.0,tablespoon,fish sauce,sauce / salt,tablespoon
1950,Y126_05,Y126,vegetable oil,5.0,Tbsp.,,yummly,5.0,tablespoon,vegetable oil,oil,tablespoon
1951,Y126_06,Y126,shallot,2.0,,"(small, thinly sliced)",yummly,0.5,cup,shallot,onion,cup
1952,Y126_07,Y126,small onion,1.0,,(thinly sliced),yummly,0.5,cup,onion,onion,cup
1953,Y126_08,Y126,garlic,3.0,cloves,(minced),yummly,3.0,clove,garlic,herbs,clove
1954,Y126_09,Y126,firm tofu,6.0,oz.,"(extra-, cubed)",yummly,6.0,ounce,firm tofu,tofu,ounce
1955,Y126_10,Y126,shrimp,0.5,lb.,"(large raw, in the shell, peeled and deveined)",yummly,8.0,ounce,shrimp,meat,ounce
1956,Y126_11,Y126,green onions,6.0,,(cut into 1-inch lengths),yummly,1.5,cup,scallion / spring onion / green onion,vegetable,cup
1957,Y126_12,Y126,mung bean sprouts,2.0,cups,,yummly,2.0,cup,bean sprout,vegetable,cup
1958,Y126_13,Y126,preserved radish,0.25,cup,"(finely chopped, optional)",yummly,0.25,cup,preserved radish,vegetable,cup
1959,Y126_14,Y126,lime wedges,,,"(for garnish, optional)",yummly,,unit,lime wedge,lime / lemon,unit
1960,Y126_15,Y126,red chili powder,,,"(for garnish, optional)",yummly,,teaspoon,chili powder,chili / pepper,teaspoon
1961,Y126_16,Y126,roasted peanuts,0.5,cup,"(finely chopped, for garnish, optional)",yummly,8.0,tablespoon,peanut,beans / peas / lentils / nuts / nut butter / seeds,tablespoon
1962,Y126_17,Y126,eggs,3.0,,,yummly,3.0,unit,egg,egg,unit
1963,Y127_00,Y127,spaghetti squash,1.0,,(medium size),yummly,48.0,ounce,spaghetti squash,noodle / spaghetti,ounce
1964,Y127_01,Y127,coconut oil,2.0,Tbsp.,(plus additional for greasing baking dish),yummly,2.0,tablespoon,coconut oil,oil,tablespoon
1965,Y127_02,Y127,sweet onion,1.0,,"(large, roughly chopped)",yummly,1.5,cup,onion,onion,cup
1966,Y127_03,Y127,garlic,3.0,cloves,(minced),yummly,3.0,clove,garlic,herbs,clove
1967,Y127_04,Y127,ginger root,1.0,inch,"(piece of, peeled and minced)",yummly,3.0,teaspoon,minced ginger,herbs,teaspoon
1968,Y127_05,Y127,carrots,4.0,,(peeled and sliced thinly),yummly,2.666666667,cup,carrot,vegetable,cup
1969,Y127_06,Y127,sugar snap peas,8.0,oz.,(ends chopped off and discarded),yummly,64.0,tablespoon,snap pea,beans / peas / lentils / nuts / nut butter / seeds,tablespoon
1970,Y127_07,Y127,radishes,1.0,cup,(thinly sliced),yummly,1.0,cup,radish,vegetable,cup
1971,Y127_08,Y127,cashews,0.333333333,cup,"(crushed, more to taste)",yummly,5.333333328,tablespoon,cashew,beans / peas / lentils / nuts / nut butter / seeds,tablespoon
1972,Y127_09,Y127,coconut milk,0.25,cup,(canned),yummly,0.25,cup,coconut milk,coconut milk,cup
1973,Y127_10,Y127,sunflower seed butter,3.0,Tbsp.,,yummly,3.0,tablespoon,sunflower butter,beans / peas / lentils / nuts / nut butter / seeds,tablespoon
1974,Y127_11,Y127,apple cider vinegar,1.0,Tbsp.,,yummly,1.0,tablespoon,vinegar,vinegar,tablespoon
1975,Y127_12,Y127,sea salt,0.5,tsp.,,yummly,0.1666666665,tablespoon,salt,sauce / salt,tablespoon
1976,Y127_13,Y127,fish sauce,1.0,Tbsp.,"(free fish sauce, eliminate on the Candida protocol)",yummly,1.0,tablespoon,fish sauce,sauce / salt,tablespoon
1977,Y127_14,Y127,coconut aminos,1.0,Tbsp.,(eliminate on the Candida protocol),yummly,1.0,tablespoon,coconut aminos,sauce / salt,tablespoon
1978,Y127_15,Y127,chicken breasts,2.0,,"(Butterflied Herb, chopped or shredded, make ½ recipe or save ½ for another dish)",yummly,16.0,ounce,chicken breast,meat,ounce
1979,Y127_16,Y127,green onions,4.0,Tbsp.,"(sliced for garnish, optional)",yummly,0.25,cup,scallion / spring onion / green onion,vegetable,cup
1980,Y127_17,Y127,lemon wedges,6.0,,"(for garnish, optional)",yummly,6.0,unit,lemon wedge,lime / lemon,unit
1981,Y128_00,Y128,spaghetti squash,,,,yummly,,ounce,spaghetti squash,noodle / spaghetti,ounce
1982,Y128_01,Y128,garlic,6.0,cloves,(finely chopped),yummly,6.0,clove,garlic,herbs,clove
1983,Y128_02,Y128,green onions,3.0,,"(chopped, bottoms separated from tops)",yummly,0.75,cup,scallion / spring onion / green onion,vegetable,cup
1984,Y128_03,Y128,red bell pepper,,,(chopped),yummly,,unit,bell pepper,chili / pepper,unit
1985,Y128_04,Y128,olive oil,2.0,Tbsp.,,yummly,2.0,tablespoon,olive oil,oil,tablespoon
1986,Y128_05,Y128,oil,1.0,Tbsp.,(SEASAME),yummly,1.0,tablespoon,oil,oil,tablespoon
1987,Y128_06,Y128,rice vinegar,2.0,Tbsp.,,yummly,2.0,tablespoon,vinegar,vinegar,tablespoon
1988,Y128_07,Y128,soy sauce,2.0,Tbsp.,,yummly,2.0,tablespoon,soy sauce,sauce / salt,tablespoon
1989,Y128_08,Y128,peanut butter,2.0,Tbsp.,,yummly,2.0,tablespoon,peanut butter,beans / peas / lentils / nuts / nut butter / seeds,tablespoon
1990,Y128_09,Y128,chopped peanuts,,,,yummly,,tablespoon,peanut,beans / peas / lentils / nuts / nut butter / seeds,tablespoon
1991,Y128_10,Y128,eggs,2.0,,,yummly,2.0,unit,egg,egg,unit
1992,Y128_11,Y128,bean sprouts,,,(very optional),yummly,,cup,bean sprout,vegetable,cup
1993,Y128_12,Y128,chopped cilantro,,,(optional),yummly,,tablespoon,coriander / cilantro,herbs,tablespoon
1994,Y128_13,Y128,chili pepper,1.0,tsp.,,yummly,1.0,teaspoon,chili,chili / pepper,teaspoon
1995,Y128_14,Y128,salt,,,,yummly,,tablespoon,salt,sauce / salt,tablespoon
1996,Y128_15,Y128,pepper,,,,yummly,,unit,pepper,chili / pepper,unit
1997,Y129_00,Y129,pad thai rice noodles,7.0,oz.,(from 14-oz package),yummly,7.0,ounce,rice noodle,noodle / spaghetti,ounce
1998,Y129_01,Y129,soy sauce,3.0,Tbsp.,,yummly,3.0,tablespoon,soy sauce,sauce / salt,tablespoon
1999,Y129_02,Y129,water,3.0,Tbsp.,,yummly,0.1875,cup,water,water,cup
2000,Y129_03,Y129,fish sauce,2.0,Tbsp.,,yummly,2.0,tablespoon,fish sauce,sauce / salt,tablespoon
2001,Y129_04,Y129,cornstarch,1.0,Tbsp.,,yummly,1.0,tablespoon,starch,starch / flour,tablespoon
2002,Y129_05,Y129,boneless skinless chicken thighs,0.75,lb.,(cut into 1/2-inch strips),yummly,12.0,ounce,chicken thigh,meat,ounce
2003,Y129_06,Y129,thai red curry paste,2.0,Tbsp.,,yummly,6.0,teaspoon,thai red curry paste,chili / pepper,teaspoon
2004,Y129_07,Y129,vegetable oil,2.0,Tbsp.,,yummly,2.0,tablespoon,vegetable oil,oil,tablespoon
2005,Y129_08,Y129,cauliflower florets,2.0,cups,(coarsely chopped fresh),yummly,2.0,cup,cauliflower florets,vegetable,cup
2006,Y129_09,Y129,red bell pepper,1.0,,(cut into thin strips),yummly,1.0,unit,bell pepper,chili / pepper,unit
2007,Y129_10,Y129,green onions,3.0,,(thinly sliced on the bias),yummly,0.75,cup,scallion / spring onion / green onion,vegetable,cup
2008,Y129_11,Y129,roasted salted peanuts,0.25,cup,(chopped),yummly,4.0,tablespoon,peanut,beans / peas / lentils / nuts / nut butter / seeds,tablespoon
2009,Y129_12,Y129,cilantro leaves,0.25,cup,(chopped),yummly,4.0,tablespoon,coriander / cilantro,herbs,tablespoon
2010,Y129_13,Y129,mint leaves,2.0,Tbsp.,(chopped),yummly,2.0,tablespoon,mint,herbs,tablespoon
2011,Y129_14,Y129,lime wedge,1.0,,(cut into wedges),yummly,1.0,unit,lime wedge,lime / lemon,unit
2012,Y130_00,Y130,spaghetti squash,1.0,,"(medium, ~4lb, cut in half, and seeds removed)",yummly,48.0,ounce,spaghetti squash,noodle / spaghetti,ounce
2013,Y130_01,Y130,oil,2.0,tsp.,,yummly,0.666666666,tablespoon,oil,oil,tablespoon
2014,Y130_02,Y130,tamarind concentrate,1.0,Tbsp.,(or 1/4 cup lime juice),yummly,1.0,tablespoon,tamarind concentrate / tamarind paste / tamarind juice,herbs,tablespoon
2015,Y130_03,Y130,fish sauce,3.0,Tbsp.,(or soy sauce),yummly,3.0,tablespoon,fish sauce,sauce / salt,tablespoon
2016,Y130_04,Y130,palm sugar,3.0,Tbsp.,(or brown sugar),yummly,3.0,tablespoon,sugar,sugar / sweeteners / syrup,tablespoon
2017,Y130_05,Y130,chili sauce,1.0,Tbsp.,(or to taste),yummly,1.0,tablespoon,chili sauce,sauce / salt,tablespoon
2018,Y130_06,Y130,peanut butter,2.0,Tbsp.,(optional),yummly,2.0,tablespoon,peanut butter,beans / peas / lentils / nuts / nut butter / seeds,tablespoon
2019,Y130_07,Y130,oil,1.0,Tbsp.,,yummly,1.0,tablespoon,oil,oil,tablespoon
2020,Y130_08,Y130,shrimp,8.0,oz.,(peeled and deveined),yummly,8.0,ounce,shrimp,meat,ounce
2021,Y130_09,Y130,shallots,2.0,,(diced),yummly,1.0,cup,shallot,onion,cup
2022,Y130_10,Y130,garlic,3.0,cloves,(chopped),yummly,3.0,clove,garlic,herbs,clove
2023,Y130_11,Y130,bean sprouts,2.0,cups,,yummly,2.0,cup,bean sprout,vegetable,cup
2024,Y130_12,Y130,carrot,1.0,cup,(julienned),yummly,1.0,cup,carrot,vegetable,cup
2025,Y130_13,Y130,eggs,2.0,,(lightly beaten),yummly,2.0,unit,egg,egg,unit
2026,Y130_14,Y130,green onions,4.0,,(sliced),yummly,1.0,cup,scallion / spring onion / green onion,vegetable,cup
2027,Y130_15,Y130,roasted peanuts,0.25,cup,(chopped),yummly,4.0,tablespoon,peanut,beans / peas / lentils / nuts / nut butter / seeds,tablespoon
2028,Y130_16,Y130,cilantro,0.25,cup,(chopped),yummly,4.0,tablespoon,coriander / cilantro,herbs,tablespoon
2029,Y131_00,Y131,shrimp scampi,16.4,oz.,"(Gorton’s Simply Bake, two packages)",yummly,16.4,ounce,shrimp scampi,meat,ounce
2030,Y131_01,Y131,rice noodles,4.0,oz.,(Pad Thai),yummly,4.0,ounce,rice noodle,noodle / spaghetti,ounce
2031,Y131_02,Y131,olive oil,2.0,Tbsp.,,yummly,2.0,tablespoon,olive oil,oil,tablespoon
2032,Y131_03,Y131,green onions,0.5,cup,(sliced),yummly,0.5,cup,scallion / spring onion / green onion,vegetable,cup
2033,Y131_04,Y131,red peppers,2.0,,"(cored and membranes removed, cut into matchsticks)",yummly,2.0,unit,pepper,chili / pepper,unit
2034,Y131_05,Y131,english cucumbers,1.0,cup,(cut in half & ends trimmed and cut into matchsticks),yummly,1.0,cup,cucumber,vegetable,cup
2035,Y131_06,Y131,shredded carrots,1.0,cup,,yummly,1.0,cup,carrot,vegetable,cup
2036,Y131_07,Y131,cilantro leaves,1.0,cup,,yummly,16.0,tablespoon,coriander / cilantro,herbs,tablespoon
2037,Y131_08,Y131,rice paper wrappers,22.0,inches,,yummly,22.0,inch,rice paper wrappers,rice paper wrappers,inch
2038,Y131_09,Y131,roasted peanuts,0.5,cup,(crushed),yummly,8.0,tablespoon,peanut,beans / peas / lentils / nuts / nut butter / seeds,tablespoon
2039,Y131_10,Y131,lime wedges,,,(for serving),yummly,,unit,lime wedge,lime / lemon,unit
2040,Y131_11,Y131,low sodium tamari sauce,1.0,Tbsp.,,yummly,1.0,tablespoon,soy sauce,sauce / salt,tablespoon
2041,Y131_12,Y131,creamy peanut butter,0.5,cup,(natural),yummly,8.0,tablespoon,peanut butter,beans / peas / lentils / nuts / nut butter / seeds,tablespoon
2042,Y131_13,Y131,chili garlic sauce,1.0,Tbsp.,(or Sriracha),yummly,1.0,tablespoon,chili garlic sauce,sauce / salt,tablespoon
2043,Y131_14,Y131,honey,3.0,Tbsp.,(or substitute brown sugar or pure maple sugar),yummly,3.0,tablespoon,honey,sugar / sweeteners / syrup,tablespoon
2044,Y131_15,Y131,lime juice,2.0,Tbsp.,(half a lime),yummly,2.0,tablespoon,lime juice,lime / lemon,tablespoon
2045,Y131_16,Y131,water,4.0,Tbsp.,(or more if you prefer a thinner sauce),yummly,0.25,cup,water,water,cup
2046,Y132_00,Y132,zucchinis,2.0,,"(large, shredded)",yummly,2.0,unit,zucchini / courgette / baby marrow,vegetable,unit
2047,Y132_01,Y132,large carrot,1.0,,(shredded),yummly,1.0,cup,carrot,vegetable,cup
2048,Y132_02,Y132,red pepper,1.0,,(diced),yummly,1.0,unit,pepper,chili / pepper,unit
2049,Y132_03,Y132,fresh cilantro,0.25,cup,"(a small handful, diced + more for garnshing)",yummly,4.0,tablespoon,coriander / cilantro,herbs,tablespoon
2050,Y132_04,Y132,fresh basil,0.25,cup,"(a small handful, chopped)",yummly,0.25,cup,basil,vegetable,cup
2051,Y132_05,Y132,green onions,0.25,cup,"(diced, green part only for low FODMAP)",yummly,0.25,cup,scallion / spring onion / green onion,vegetable,cup
2052,Y132_06,Y132,hot pepper,1.0,,(sliced - remove the seed if you want less heat),yummly,1.0,unit,pepper,chili / pepper,unit
2053,Y132_07,Y132,peanuts,0.5,cup,(toasted and roughly chopped),yummly,8.0,tablespoon,peanut,beans / peas / lentils / nuts / nut butter / seeds,tablespoon
2054,Y132_08,Y132,lime,0.5,,,yummly,0.5,unit,lime,lime / lemon,unit
2055,Y132_09,Y132,peanut butter,1.0,Tbsp.,,yummly,1.0,tablespoon,peanut butter,beans / peas / lentils / nuts / nut butter / seeds,tablespoon
2056,Y132_10,Y132,sesame oil,2.0,Tbsp.,(+ more for frying),yummly,2.0,tablespoon,sesame oil,oil,tablespoon
2057,Y132_11,Y132,coconut aminos,2.0,Tbsp.,(or tamari),yummly,2.0,tablespoon,coconut aminos,sauce / salt,tablespoon
2058,Y132_12,Y132,coconut sugar,1.0,Tbsp.,(or brown sugar),yummly,1.0,tablespoon,sugar,sugar / sweeteners / syrup,tablespoon
2059,Y132_13,Y132,red pepper flakes,0.25,tsp.,(optional),yummly,0.25,teaspoon,chili flakes,chili / pepper,teaspoon
2060,Y133_00,Y133,rice noodles,8.0,oz.,,yummly,8.0,ounce,rice noodle,noodle / spaghetti,ounce
2061,Y133_01,Y133,onions,1.0,cup,(thinly sliced),yummly,1.0,cup,onion,onion,cup
2062,Y133_02,Y133,green bell peppers,1.0,cup,,yummly,1.0,unit,bell pepper,chili / pepper,unit
2063,Y133_03,Y133,ground beef,1.0,lb.,,yummly,16.0,ounce,beef,meat,ounce
2064,Y133_04,Y133,beef broth,2.0,cups,,yummly,2.0,cup,beef broth,broth / stock,cup
2065,Y133_05,Y133,taco seasoning,2.0,Tbsp.,,yummly,6.0,teaspoon,taco seasoning,chili / pepper,teaspoon
2066,Y133_06,Y133,green onion,0.5,cup,(sliced),yummly,0.5,cup,scallion / spring onion / green onion,vegetable,cup
2067,Y133_07,Y133,cheddar cheese,1.0,cup,,yummly,16.0,tablespoon,cheese,cheese / butter,tablespoon
2068,Y133_08,Y133,avocado,0.5,cup,(diced),yummly,0.5,cup,avocado,vegetable,cup
2069,Y134_00,Y134,spaghetti squash,1.0,,,yummly,48.0,ounce,spaghetti squash,noodle / spaghetti,ounce
2070,Y134_01,Y134,olive oil,1.0,Tbsp.,,yummly,1.0,tablespoon,olive oil,oil,tablespoon
2071,Y134_02,Y134,garlic,2.0,cloves,(minced or crushed),yummly,2.0,clove,garlic,herbs,clove
2072,Y134_03,Y134,sugar snap peas,2.0,cups,"(or snow peas, sliced in half)",yummly,32.0,tablespoon,snap pea,beans / peas / lentils / nuts / nut butter / seeds,tablespoon
2073,Y134_04,Y134,bell pepper,1.0,,(diced),yummly,1.0,unit,bell pepper,chili / pepper,unit
2074,Y134_05,Y134,carrots,2.0,,(chopped),yummly,1.333333333,cup,carrot,vegetable,cup
2075,Y134_06,Y134,green onions,5.0,,(thinly sliced),yummly,1.25,cup,scallion / spring onion / green onion,vegetable,cup
2076,Y134_07,Y134,peanuts,0.5,cup,"(chopped, more for serving)",yummly,8.0,tablespoon,peanut,beans / peas / lentils / nuts / nut butter / seeds,tablespoon
2077,Y134_08,Y134,lime wedge,,,(for serving),yummly,,unit,lime wedge,lime / lemon,unit
2078,Y134_09,Y134,soy sauce,2.0,Tbsp.,,yummly,2.0,tablespoon,soy sauce,sauce / salt,tablespoon
2079,Y134_10,Y134,peanut butter,2.0,Tbsp.,,yummly,2.0,tablespoon,peanut butter,beans / peas / lentils / nuts / nut butter / seeds,tablespoon
2080,Y134_11,Y134,lime juiced,0.5,,,yummly,0.5,tablespoon,lime juice,lime / lemon,tablespoon
2081,Y134_12,Y134,honey,1.0,Tbsp.,,yummly,1.0,tablespoon,honey,sugar / sweeteners / syrup,tablespoon
2082,Y134_13,Y134,fresh ginger,2.0,tsp.,(finely chopped),yummly,2.0,teaspoon,minced ginger,herbs,teaspoon
2083,Y135_00,Y135,peanut butter,0.5,cup,,yummly,8.0,tablespoon,peanut butter,beans / peas / lentils / nuts / nut butter / seeds,tablespoon
2084,Y135_01,Y135,rice vinegar,1.0,Tbsp.,,yummly,1.0,tablespoon,vinegar,vinegar,tablespoon
2085,Y135_02,Y135,honey,2.0,Tbsp.,,yummly,2.0,tablespoon,honey,sugar / sweeteners / syrup,tablespoon
2086,Y135_03,Y135,garlic powder,1.5,tsp.,,yummly,1.5,teaspoon,garlic powder,herbs,teaspoon
2087,Y135_04,Y135,fresh ginger,1.0,inch,(grated),yummly,3.0,teaspoon,minced ginger,herbs,teaspoon
