,recipe_source,recipe_id,recipe_name,recipe_creator_name,recipe_ratings,recipe_num_of_reviewers,recipe_num_saved,recipe_link,recipe_ratings_normalized
147,yummly,Y148,Chicken Pad Thai,THE BIKINI BODY TRAINING COMPANY BY KAYLA ITSINES,5.0,1,11.0,https://www.yummly.com/recipe/Chicken-Pad-Thai-2245831,0.5873736998514116
148,yummly,Y149,Pad Thai Zucchini Noodle + Quinoa Salad,SIMPLY QUINOA,4.0,4,98.0,https://www.yummly.com/recipe/Pad-Thai-Zucchini-Noodle-_-Quinoa-Salad-2043690,0.46237369985141163
149,yummly,Y150,Gluten-Free Vegetarian Pad Thai,FOODAL,5.0,1,10.0,https://www.yummly.com/recipe/Gluten-Free-Vegetarian-Pad-Thai-9126985,0.5873736998514116
150,yummly,Y151,One Pot Pad Thai Noodles,CONTENTEDNESS COOKING,4.5,2,284.0,https://www.yummly.com/recipe/One-Pot-Pad-Thai-Noodles-2210635,0.5248736998514116
151,yummly,Y152,Raw Pad Thai with Spicy Almond Sauce,TURNIP THE OVEN,4.0,1,212.0,https://www.yummly.com/recipe/Raw-Pad-Thai-with-Spicy-Almond-Sauce-1362844,0.46237369985141163
152,yummly,Y153,Sweet Potato Zoodle Pad Thai,CHELSEA'S CHOICES,4.0,1,71.0,https://www.yummly.com/recipe/Sweet-Potato-Zoodle-Pad-Thai-1742486,0.46237369985141163
153,yummly,Y154,Quick Tofu Pad Thai,SO VEGAN,4.0,1,15.0,https://www.yummly.com/recipe/Quick-Tofu-Pad-Thai-2166466,0.46237369985141163
154,yummly,Y155,Miso Vegetable Pad Thai,PUMPKIN AND PEANUT BUTTER,4.5,2,84.0,https://www.yummly.com/recipe/Miso-Vegetable-Pad-Thai-2127522,0.5248736998514116
155,yummly,Y156,Pad Thai,THE CIRCUS GARDENER,4.5,10,4000.0,https://www.yummly.com/recipe/Pad-Thai-1233934,0.5248736998514116
156,yummly,Y157,Real Shrimp Pad Thai,THE SPRUCE EATS,5.0,1,31.0,https://www.yummly.com/recipe/Real-Shrimp-Pad-Thai-9020749,0.5873736998514116
157,yummly,Y158,Chicken Pad Thai,CREME DE LA CRUMB,4.5,3,3000.0,https://www.yummly.com/recipe/Chicken-Pad-Thai-2236853,0.5248736998514116
158,yummly,Y159,Instant Pot Pressure Cooker Pad Thai {ผัดไทยกุ้งสด},THIS OLD GAL,3.0,1,27.0,https://www.yummly.com/recipe/Instant-Pot-Pressure-Cooker-Pad-Thai-__-2280900,0.33737369985141163
159,yummly,Y160,Creamy Pad Thai,THE TASTY K,4.0,1,16.0,https://www.yummly.com/recipe/Creamy-Pad-Thai-1563978,0.46237369985141163
160,allrecipes,A001,Spaghetti Squash Pad Thai,SunnyDaysNora,4.707207207207207,222,,https://www.allrecipes.com/recipe/238876/spaghetti-squash-pad-thai/,0.5617819100387634
161,allrecipes,A002,Dad's Pad Thai,Jenny,3.8819444444444446,144,,https://www.allrecipes.com/recipe/68129/dads-pad-thai/,0.4586240646934181
162,allrecipes,A003,Chicken Pad Thai with Peanut Sauce,Evil Waffles,5.0,3,,https://www.allrecipes.com/recipe/272276/chicken-pad-thai-with-peanut-sauce/,0.5983810091378625
163,allrecipes,A004,Pad Thai,April,3.9594240837696337,764,,https://www.allrecipes.com/recipe/42968/pad-thai/,0.46830901960906673
164,allrecipes,A005,Sukhothai Pad Thai,Christine L,4.327751196172249,418,,https://www.allrecipes.com/recipe/19306/sukhothai-pad-thai/,0.5143499086593937
165,allrecipes,A006,A Pad Thai Worth Making,Fatty Arbuckle,3.980392156862745,204,,https://www.allrecipes.com/recipe/109334/a-pad-thai-worth-making/,0.47093002874570566
166,allrecipes,A007,Authentic Pad Thai,Allrecipes,4.304054054054054,296,,https://www.allrecipes.com/recipe/222350/authentic-pad-thai/,0.5113877658946193
167,allrecipes,A008,Authentic Pad Thai Noodles,Julia,4.246753246753247,77,,https://www.allrecipes.com/recipe/220134/authentic-pad-thai-noodles/,0.5042251649820184
168,allrecipes,A009,Classic Pad Thai,Heinz,3.7096774193548394,31,,https://www.allrecipes.com/recipe/217811/classic-pad-thai/,0.43709068655721744
169,allrecipes,A010,Toronto Pad Thai,FULLYRECLINED,4.315789473684211,19,,https://www.allrecipes.com/recipe/87313/toronto-pad-thai/,0.5128546933483888
170,allrecipes,A011,Classic Chicken Pad Thai,ChefJackie,5.0,3,,https://www.allrecipes.com/recipe/280886/classic-chicken-pad-thai/,0.5983810091378625
171,allrecipes,A012,Easy Pad Thai with Shrimp and Hillshire Farm® Smoked Sausage,Hillshire FarmR Brand,4.571428571428571,7,,https://www.allrecipes.com/recipe/276824/easy-pad-thai-with-shrimp-and-hillshire-farm-smoked-sausage/,0.5448095805664339
172,allrecipes,A013,Zucchini Noodles Pad Thai,Andrea Nicole,4.607142857142857,28,,https://www.allrecipes.com/recipe/246110/zucchini-noodles-pad-thai/,0.5492738662807196
173,allrecipes,A014,Nicola's Pad Thai,Nicole,4.214285714285714,28,,https://www.allrecipes.com/recipe/220131/nicolas-pad-thai/,0.5001667234235768
174,allrecipes,A015,Okinawan-Style Pad Thai,David Peters,4.590909090909091,22,,https://www.allrecipes.com/recipe/220424/okinawan-style-pad-thai/,0.5472446455014989
175,allrecipes,A016,Spicy Shrimp Pad Thai,n0xzemagrl,4.633333333333334,30,,https://www.allrecipes.com/recipe/263384/spicy-shrimp-pad-thai/,0.5525476758045292
176,allrecipes,A017,Pad Thai with Tofu,Van Dana,4.2,5,,https://www.allrecipes.com/recipe/246141/pad-thai-with-tofu/,0.49838100913786254
177,allrecipes,A018,Pad Thai Noodles,Bud W,4.5,2,,https://www.allrecipes.com/recipe/246140/pad-thai-noodles/,0.5358810091378625
178,allrecipes,A019,Carrie's Pad Thai Salad,Carrie Medina,4.785714285714286,14,,https://www.allrecipes.com/recipe/246138/carries-pad-thai-salad/,0.5715952948521482
179,allrecipes,A020,Shirataki Meatless Meat Pad Thai,Andrew05,4.8,5,,https://www.allrecipes.com/recipe/244716/shirataki-meatless-meat-pad-thai/,0.5733810091378625
180,allrecipes,A021,Joe's Fusion Chicken Pad Thai,Buon Appetito,4.423728813559322,59,,https://www.allrecipes.com/recipe/220124/joes-fusion-chicken-pad-thai/,0.5263471108327777
181,allrecipes,A022,Soy-Free Chicken Pad Thai,ToriGeib,5.0,1,,https://www.allrecipes.com/recipe/264652/soy-free-chicken-pad-thai/,0.5983810091378625
182,allrecipes,A023,Pad Thai Quinoa Bowl,Lisa,4.5875,80,,https://www.allrecipes.com/recipe/245372/pad-thai-quinoa-bowl/,0.5468185091378626
183,allrecipes,A024,Raw Pad Thai,Raw_Angel,4.592592592592593,54,,https://www.allrecipes.com/recipe/220406/raw-pad-thai/,0.5474550832119366
184,allrecipes,A025,Simple Shrimp Pad Thai,PinkPetunias,5.0,1,,https://www.allrecipes.com/recipe/263385/simple-shrimp-pad-thai/,0.5983810091378625
