,recipe_id,recipe_link
16,325,https://www.yummly.com/recipe/Rachael_s-Everything-Pad-Thai-2714459
17,326,https://www.yummly.com/recipe/Pad-Thai-1749209
0,327,https://www.yummly.com/recipe/Zoodle-Pad-Thai-1812272
1,328,https://www.yummly.com/recipe/Vegetable-Pad-Thai-with-Snow-Peas-AllRecipes
2,329,https://www.yummly.com/recipe/Pad-Thai-Inspired-Noodle-Dish-1663407
3,330,https://www.yummly.com/recipe/Pad-Thai-Zucchini-Noodles-9040544
4,331,https://www.yummly.com/recipe/Easy-Pad-Thai-1721074
5,332,https://www.yummly.com/recipe/Vegetable-Pad-Thai-Lettuce-Wraps-with-Tempeh-9222837
6,333,https://www.yummly.com/recipe/Shirataki-Pad-Thai-with-Tofu-2244899
7,334,https://www.yummly.com/recipe/Chicken-Pad-Thai-9580773
8,335,https://www.yummly.com/recipe/Instant-Pot-Pad-Thai-9460190
9,336,https://www.yummly.com/recipe/Chicken-Pad-Thai-Noodles-2626785
10,337,https://www.yummly.com/recipe/Vegetable-Pad-Thai-with-Spicy-Peanut-Sauce-639777
11,338,https://www.yummly.com/recipe/Authentic-Pad-Thai-Noodles-1608439
12,339,https://www.yummly.com/recipe/Tofu-_-asparagus-pad-Thai-433245
